"","uf_sigla","cod_macrorregiao","macrorregiao_pad","quantidade","mes_ano"
"742","GO","5206","MACRORREGIAO SUDOESTE",593,2009-08-01
"743","GO","5209","MACRORREGIAO CENTRO-NORTE",1164,2009-08-01
"744","GO","5207","MACRORREGIAO NORDESTE",1370,2009-08-01
"745","GO","5210","MACRORREGIAO CENTRO SUDESTE",1458,2009-08-01
"746","GO","5207","MACRORREGIAO NORDESTE",1437,2009-07-01
"747","GO","5210","MACRORREGIAO CENTRO SUDESTE",1558,2009-07-01
"748","GO","5208","MACRORREGIAO CENTRO-OESTE",2405,2009-07-01
"749","GO","5209","MACRORREGIAO CENTRO-NORTE",1134,2009-07-01
"750","GO","5206","MACRORREGIAO SUDOESTE",660,2009-07-01
"751","GO","5207","MACRORREGIAO NORDESTE",1393,2009-06-01
"752","GO","5208","MACRORREGIAO CENTRO-OESTE",2279,2009-06-01
"753","GO","5210","MACRORREGIAO CENTRO SUDESTE",1426,2009-06-01
"754","GO","5206","MACRORREGIAO SUDOESTE",692,2009-06-01
"755","GO","5209","MACRORREGIAO CENTRO-NORTE",1159,2009-06-01
"756","GO","5208","MACRORREGIAO CENTRO-OESTE",2416,2009-05-01
"757","GO","5210","MACRORREGIAO CENTRO SUDESTE",1458,2009-05-01
"758","GO","5206","MACRORREGIAO SUDOESTE",712,2009-05-01
"759","GO","5209","MACRORREGIAO CENTRO-NORTE",1296,2009-05-01
"760","GO","5207","MACRORREGIAO NORDESTE",1555,2009-05-01
"761","GO","5210","MACRORREGIAO CENTRO SUDESTE",1668,2009-04-01
"762","GO","5208","MACRORREGIAO CENTRO-OESTE",2660,2009-04-01
"763","GO","5207","MACRORREGIAO NORDESTE",1581,2009-04-01
"764","GO","5206","MACRORREGIAO SUDOESTE",750,2009-04-01
"765","GO","5209","MACRORREGIAO CENTRO-NORTE",1270,2009-04-01
"766","GO","5207","MACRORREGIAO NORDESTE",1661,2009-03-01
"767","GO","5208","MACRORREGIAO CENTRO-OESTE",2661,2009-03-01
"768","GO","5209","MACRORREGIAO CENTRO-NORTE",1307,2009-03-01
"769","GO","5206","MACRORREGIAO SUDOESTE",806,2009-03-01
"770","GO","5210","MACRORREGIAO CENTRO SUDESTE",1583,2009-03-01
"771","GO","5207","MACRORREGIAO NORDESTE",1477,2009-02-01
"772","GO","5210","MACRORREGIAO CENTRO SUDESTE",1513,2009-02-01
"773","GO","5209","MACRORREGIAO CENTRO-NORTE",1138,2009-02-01
"774","GO","5208","MACRORREGIAO CENTRO-OESTE",2269,2009-02-01
"775","GO","5206","MACRORREGIAO SUDOESTE",676,2009-02-01
"776","GO","5209","MACRORREGIAO CENTRO-NORTE",1143,2009-01-01
"777","GO","5206","MACRORREGIAO SUDOESTE",675,2009-01-01
"778","GO","5210","MACRORREGIAO CENTRO SUDESTE",1481,2009-01-01
"779","GO","5208","MACRORREGIAO CENTRO-OESTE",2429,2009-01-01
"780","GO","5207","MACRORREGIAO NORDESTE",1529,2009-01-01
"781","GO","5206","MACRORREGIAO SUDOESTE",696,2008-12-01
"782","GO","5210","MACRORREGIAO CENTRO SUDESTE",1468,2008-12-01
"783","GO","5209","MACRORREGIAO CENTRO-NORTE",1263,2008-12-01
"784","GO","5207","MACRORREGIAO NORDESTE",1559,2008-12-01
"785","GO","5208","MACRORREGIAO CENTRO-OESTE",2392,2008-12-01
"786","GO","5208","MACRORREGIAO CENTRO-OESTE",2251,2008-11-01
"787","GO","5206","MACRORREGIAO SUDOESTE",662,2008-11-01
"788","GO","5210","MACRORREGIAO CENTRO SUDESTE",1408,2008-11-01
"789","GO","5207","MACRORREGIAO NORDESTE",1486,2008-11-01
"790","GO","5209","MACRORREGIAO CENTRO-NORTE",1135,2008-11-01
"791","GO","5210","MACRORREGIAO CENTRO SUDESTE",1478,2008-10-01
"792","GO","5206","MACRORREGIAO SUDOESTE",674,2008-10-01
"793","GO","5207","MACRORREGIAO NORDESTE",1431,2008-10-01
"794","GO","5208","MACRORREGIAO CENTRO-OESTE",2366,2008-10-01
"795","GO","5209","MACRORREGIAO CENTRO-NORTE",1243,2008-10-01
"796","GO","5207","MACRORREGIAO NORDESTE",1490,2008-09-01
"797","GO","5209","MACRORREGIAO CENTRO-NORTE",1197,2008-09-01
"798","GO","5208","MACRORREGIAO CENTRO-OESTE",2461,2008-09-01
"799","GO","5206","MACRORREGIAO SUDOESTE",687,2008-09-01
"800","GO","5210","MACRORREGIAO CENTRO SUDESTE",1526,2008-09-01
"801","GO","5207","MACRORREGIAO NORDESTE",1408,2008-08-01
"802","GO","5209","MACRORREGIAO CENTRO-NORTE",1194,2008-08-01
"803","GO","5206","MACRORREGIAO SUDOESTE",656,2008-08-01
"804","GO","5210","MACRORREGIAO CENTRO SUDESTE",1511,2008-08-01
"805","GO","5208","MACRORREGIAO CENTRO-OESTE",2311,2008-08-01
"806","GO","5206","MACRORREGIAO SUDOESTE",683,2008-07-01
"807","GO","5207","MACRORREGIAO NORDESTE",1471,2008-07-01
"808","GO","5210","MACRORREGIAO CENTRO SUDESTE",1449,2008-07-01
"809","GO","5209","MACRORREGIAO CENTRO-NORTE",1203,2008-07-01
"810","GO","5208","MACRORREGIAO CENTRO-OESTE",2316,2008-07-01
"811","GO","5209","MACRORREGIAO CENTRO-NORTE",1168,2008-06-01
"812","GO","5207","MACRORREGIAO NORDESTE",1357,2008-06-01
"813","GO","5210","MACRORREGIAO CENTRO SUDESTE",1508,2008-06-01
"814","GO","5206","MACRORREGIAO SUDOESTE",657,2008-06-01
"815","GO","5208","MACRORREGIAO CENTRO-OESTE",2390,2008-06-01
"816","GO","5207","MACRORREGIAO NORDESTE",1593,2008-05-01
"817","GO","5206","MACRORREGIAO SUDOESTE",750,2008-05-01
"818","GO","5210","MACRORREGIAO CENTRO SUDESTE",1584,2008-05-01
"819","GO","5209","MACRORREGIAO CENTRO-NORTE",1259,2008-05-01
"820","GO","5208","MACRORREGIAO CENTRO-OESTE",2499,2008-05-01
"821","GO","5210","MACRORREGIAO CENTRO SUDESTE",1556,2008-04-01
"822","GO","5209","MACRORREGIAO CENTRO-NORTE",1289,2008-04-01
"823","GO","5208","MACRORREGIAO CENTRO-OESTE",2544,2008-04-01
"824","GO","5207","MACRORREGIAO NORDESTE",1508,2008-04-01
"825","GO","5206","MACRORREGIAO SUDOESTE",734,2008-04-01
"826","GO","5209","MACRORREGIAO CENTRO-NORTE",1235,2008-03-01
"827","GO","5208","MACRORREGIAO CENTRO-OESTE",2564,2008-03-01
"828","GO","5206","MACRORREGIAO SUDOESTE",733,2008-03-01
"829","GO","5207","MACRORREGIAO NORDESTE",1530,2008-03-01
"830","GO","5210","MACRORREGIAO CENTRO SUDESTE",1609,2008-03-01
"831","GO","5210","MACRORREGIAO CENTRO SUDESTE",1514,2008-02-01
"832","GO","5208","MACRORREGIAO CENTRO-OESTE",2360,2008-02-01
"833","GO","5206","MACRORREGIAO SUDOESTE",655,2008-02-01
"834","GO","5207","MACRORREGIAO NORDESTE",1451,2008-02-01
"835","GO","5209","MACRORREGIAO CENTRO-NORTE",1175,2008-02-01
"836","GO","5210","MACRORREGIAO CENTRO SUDESTE",1519,2008-01-01
"837","GO","5207","MACRORREGIAO NORDESTE",1461,2008-01-01
"838","GO","5208","MACRORREGIAO CENTRO-OESTE",2337,2008-01-01
"839","GO","5206","MACRORREGIAO SUDOESTE",681,2008-01-01
"840","GO","5209","MACRORREGIAO CENTRO-NORTE",1152,2008-01-01
"841","GO","5208","MACRORREGIAO CENTRO-OESTE",2297,2007-12-01
"842","GO","5207","MACRORREGIAO NORDESTE",1295,2007-12-01
"843","GO","5209","MACRORREGIAO CENTRO-NORTE",1113,2007-12-01
"844","GO","5206","MACRORREGIAO SUDOESTE",632,2007-12-01
"845","GO","5210","MACRORREGIAO CENTRO SUDESTE",1465,2007-12-01
"846","GO","5207","MACRORREGIAO NORDESTE",1285,2007-11-01
"847","GO","5210","MACRORREGIAO CENTRO SUDESTE",1318,2007-11-01
"848","GO","5209","MACRORREGIAO CENTRO-NORTE",1027,2007-11-01
"849","GO","5208","MACRORREGIAO CENTRO-OESTE",2135,2007-11-01
"850","GO","5206","MACRORREGIAO SUDOESTE",554,2007-11-01
"851","GO","5209","MACRORREGIAO CENTRO-NORTE",1117,2007-10-01
"852","GO","5207","MACRORREGIAO NORDESTE",1298,2007-10-01
"853","GO","5210","MACRORREGIAO CENTRO SUDESTE",1367,2007-10-01
"854","GO","5206","MACRORREGIAO SUDOESTE",634,2007-10-01
"855","GO","5208","MACRORREGIAO CENTRO-OESTE",2258,2007-10-01
"856","GO","5207","MACRORREGIAO NORDESTE",1242,2007-09-01
"857","GO","5210","MACRORREGIAO CENTRO SUDESTE",1434,2007-09-01
"858","GO","5206","MACRORREGIAO SUDOESTE",646,2007-09-01
"859","GO","5208","MACRORREGIAO CENTRO-OESTE",2213,2007-09-01
"860","GO","5209","MACRORREGIAO CENTRO-NORTE",1101,2007-09-01
"861","GO","5209","MACRORREGIAO CENTRO-NORTE",1092,2007-08-01
"862","GO","5207","MACRORREGIAO NORDESTE",1374,2007-08-01
"863","GO","5208","MACRORREGIAO CENTRO-OESTE",2252,2007-08-01
"864","GO","5206","MACRORREGIAO SUDOESTE",634,2007-08-01
"865","GO","5210","MACRORREGIAO CENTRO SUDESTE",1363,2007-08-01
"866","GO","5210","MACRORREGIAO CENTRO SUDESTE",1505,2007-07-01
"867","GO","5207","MACRORREGIAO NORDESTE",1466,2007-07-01
"868","GO","5209","MACRORREGIAO CENTRO-NORTE",1188,2007-07-01
"869","GO","5208","MACRORREGIAO CENTRO-OESTE",2380,2007-07-01
"870","GO","5206","MACRORREGIAO SUDOESTE",605,2007-07-01
"871","GO","5206","MACRORREGIAO SUDOESTE",648,2007-06-01
"872","GO","5208","MACRORREGIAO CENTRO-OESTE",2380,2007-06-01
"873","GO","5207","MACRORREGIAO NORDESTE",1414,2007-06-01
"874","GO","5210","MACRORREGIAO CENTRO SUDESTE",1418,2007-06-01
"875","GO","5209","MACRORREGIAO CENTRO-NORTE",1086,2007-06-01
"876","GO","5207","MACRORREGIAO NORDESTE",1584,2007-05-01
"877","GO","5209","MACRORREGIAO CENTRO-NORTE",1252,2007-05-01
"878","GO","5208","MACRORREGIAO CENTRO-OESTE",2526,2007-05-01
"879","GO","5206","MACRORREGIAO SUDOESTE",725,2007-05-01
"880","GO","5210","MACRORREGIAO CENTRO SUDESTE",1584,2007-05-01
"881","GO","5208","MACRORREGIAO CENTRO-OESTE",2505,2007-04-01
"882","GO","5210","MACRORREGIAO CENTRO SUDESTE",1585,2007-04-01
"883","GO","5209","MACRORREGIAO CENTRO-NORTE",1287,2007-04-01
"884","GO","5206","MACRORREGIAO SUDOESTE",685,2007-04-01
"885","GO","5207","MACRORREGIAO NORDESTE",1616,2007-04-01
"886","GO","5207","MACRORREGIAO NORDESTE",1701,2007-03-01
"887","GO","5210","MACRORREGIAO CENTRO SUDESTE",1710,2007-03-01
"888","GO","5208","MACRORREGIAO CENTRO-OESTE",2665,2007-03-01
"889","GO","5206","MACRORREGIAO SUDOESTE",750,2007-03-01
"890","GO","5209","MACRORREGIAO CENTRO-NORTE",1364,2007-03-01
"891","GO","5206","MACRORREGIAO SUDOESTE",701,2007-02-01
"892","GO","5209","MACRORREGIAO CENTRO-NORTE",1125,2007-02-01
"893","GO","5207","MACRORREGIAO NORDESTE",1411,2007-02-01
"894","GO","5208","MACRORREGIAO CENTRO-OESTE",2444,2007-02-01
"895","GO","5210","MACRORREGIAO CENTRO SUDESTE",1472,2007-02-01
"896","GO","5208","MACRORREGIAO CENTRO-OESTE",2360,2007-01-01
"897","GO","5209","MACRORREGIAO CENTRO-NORTE",1173,2007-01-01
"898","GO","5210","MACRORREGIAO CENTRO SUDESTE",1503,2007-01-01
"899","GO","5207","MACRORREGIAO NORDESTE",1525,2007-01-01
"900","GO","5206","MACRORREGIAO SUDOESTE",664,2007-01-01
"901","GO","5206","MACRORREGIAO SUDOESTE",644,2006-12-01
"902","GO","5207","MACRORREGIAO NORDESTE",1382,2006-12-01
"903","GO","5208","MACRORREGIAO CENTRO-OESTE",2336,2006-12-01
"904","GO","5209","MACRORREGIAO CENTRO-NORTE",1200,2006-12-01
"905","GO","5210","MACRORREGIAO CENTRO SUDESTE",1409,2006-12-01
"906","GO","5207","MACRORREGIAO NORDESTE",1435,2006-11-01
"907","GO","5209","MACRORREGIAO CENTRO-NORTE",1118,2006-11-01
"908","GO","5208","MACRORREGIAO CENTRO-OESTE",2290,2006-11-01
"909","GO","5210","MACRORREGIAO CENTRO SUDESTE",1301,2006-11-01
"910","GO","5206","MACRORREGIAO SUDOESTE",625,2006-11-01
"911","GO","5209","MACRORREGIAO CENTRO-NORTE",947,2006-10-01
"912","GO","5207","MACRORREGIAO NORDESTE",1500,2006-10-01
"913","GO","5208","MACRORREGIAO CENTRO-OESTE",2400,2006-10-01
"914","GO","5206","MACRORREGIAO SUDOESTE",709,2006-10-01
"915","GO","5210","MACRORREGIAO CENTRO SUDESTE",1409,2006-10-01
"916","GO","5208","MACRORREGIAO CENTRO-OESTE",2507,2006-09-01
"917","GO","5209","MACRORREGIAO CENTRO-NORTE",1142,2006-09-01
"918","GO","5206","MACRORREGIAO SUDOESTE",690,2006-09-01
"919","GO","5210","MACRORREGIAO CENTRO SUDESTE",1464,2006-09-01
"920","GO","5207","MACRORREGIAO NORDESTE",1573,2006-09-01
"921","GO","5206","MACRORREGIAO SUDOESTE",673,2006-08-01
"922","GO","5209","MACRORREGIAO CENTRO-NORTE",1184,2006-08-01
"923","GO","5207","MACRORREGIAO NORDESTE",1522,2006-08-01
"924","GO","5208","MACRORREGIAO CENTRO-OESTE",2391,2006-08-01
"925","GO","5210","MACRORREGIAO CENTRO SUDESTE",1448,2006-08-01
"926","GO","5209","MACRORREGIAO CENTRO-NORTE",1140,2006-07-01
"927","GO","5207","MACRORREGIAO NORDESTE",1536,2006-07-01
"928","GO","5206","MACRORREGIAO SUDOESTE",635,2006-07-01
"929","GO","5208","MACRORREGIAO CENTRO-OESTE",2307,2006-07-01
"930","GO","5210","MACRORREGIAO CENTRO SUDESTE",1362,2006-07-01
"931","GO","5208","MACRORREGIAO CENTRO-OESTE",2350,2006-06-01
"932","GO","5210","MACRORREGIAO CENTRO SUDESTE",1488,2006-06-01
"933","GO","5209","MACRORREGIAO CENTRO-NORTE",1174,2006-06-01
"934","GO","5206","MACRORREGIAO SUDOESTE",681,2006-06-01
"935","GO","5207","MACRORREGIAO NORDESTE",1577,2006-06-01
"936","GO","5209","MACRORREGIAO CENTRO-NORTE",1258,2006-05-01
"937","GO","5206","MACRORREGIAO SUDOESTE",765,2006-05-01
"938","GO","5208","MACRORREGIAO CENTRO-OESTE",2559,2006-05-01
"939","GO","5210","MACRORREGIAO CENTRO SUDESTE",1625,2006-05-01
"940","GO","5207","MACRORREGIAO NORDESTE",1693,2006-05-01
"941","GO","5208","MACRORREGIAO CENTRO-OESTE",2635,2006-04-01
"942","GO","5206","MACRORREGIAO SUDOESTE",757,2006-04-01
"943","GO","5207","MACRORREGIAO NORDESTE",1644,2006-04-01
"944","GO","5210","MACRORREGIAO CENTRO SUDESTE",1626,2006-04-01
"945","GO","5209","MACRORREGIAO CENTRO-NORTE",1317,2006-04-01
"946","GO","5206","MACRORREGIAO SUDOESTE",796,2006-03-01
"947","GO","5210","MACRORREGIAO CENTRO SUDESTE",1705,2006-03-01
"948","GO","5208","MACRORREGIAO CENTRO-OESTE",2755,2006-03-01
"949","GO","5209","MACRORREGIAO CENTRO-NORTE",1319,2006-03-01
"950","GO","5207","MACRORREGIAO NORDESTE",1561,2006-03-01
"951","GO","5209","MACRORREGIAO CENTRO-NORTE",1046,2006-02-01
"952","GO","5206","MACRORREGIAO SUDOESTE",675,2006-02-01
"953","GO","5207","MACRORREGIAO NORDESTE",1413,2006-02-01
"954","GO","5210","MACRORREGIAO CENTRO SUDESTE",1381,2006-02-01
"955","GO","5208","MACRORREGIAO CENTRO-OESTE",2271,2006-02-01
"956","GO","5208","MACRORREGIAO CENTRO-OESTE",2233,2006-01-01
"957","GO","5206","MACRORREGIAO SUDOESTE",612,2006-01-01
"958","GO","5207","MACRORREGIAO NORDESTE",1576,2006-01-01
"959","GO","5209","MACRORREGIAO CENTRO-NORTE",1171,2006-01-01
"960","GO","5210","MACRORREGIAO CENTRO SUDESTE",1524,2006-01-01
"961","GO","5208","MACRORREGIAO CENTRO-OESTE",2175,2005-12-01
"962","GO","5206","MACRORREGIAO SUDOESTE",634,2005-12-01
"963","GO","5210","MACRORREGIAO CENTRO SUDESTE",1283,2005-12-01
"964","GO","5207","MACRORREGIAO NORDESTE",1316,2005-12-01
"965","GO","5209","MACRORREGIAO CENTRO-NORTE",1136,2005-12-01
"966","GO","5208","MACRORREGIAO CENTRO-OESTE",2252,2005-11-01
"967","GO","5210","MACRORREGIAO CENTRO SUDESTE",1524,2005-11-01
"968","GO","5209","MACRORREGIAO CENTRO-NORTE",1159,2005-11-01
"969","GO","5206","MACRORREGIAO SUDOESTE",635,2005-11-01
"970","GO","5207","MACRORREGIAO NORDESTE",1500,2005-11-01
"971","GO","5209","MACRORREGIAO CENTRO-NORTE",1241,2005-10-01
"972","GO","5206","MACRORREGIAO SUDOESTE",675,2005-10-01
"973","GO","5208","MACRORREGIAO CENTRO-OESTE",2431,2005-10-01
"974","GO","5210","MACRORREGIAO CENTRO SUDESTE",1506,2005-10-01
"975","GO","5207","MACRORREGIAO NORDESTE",1656,2005-10-01
"976","GO","5209","MACRORREGIAO CENTRO-NORTE",1362,2005-09-01
"977","GO","5208","MACRORREGIAO CENTRO-OESTE",2567,2005-09-01
"978","GO","5207","MACRORREGIAO NORDESTE",1634,2005-09-01
"979","GO","5206","MACRORREGIAO SUDOESTE",767,2005-09-01
"980","GO","5210","MACRORREGIAO CENTRO SUDESTE",1626,2005-09-01
"981","GO","5207","MACRORREGIAO NORDESTE",1610,2005-08-01
"982","GO","5208","MACRORREGIAO CENTRO-OESTE",2336,2005-08-01
"983","GO","5206","MACRORREGIAO SUDOESTE",730,2005-08-01
"984","GO","5209","MACRORREGIAO CENTRO-NORTE",1299,2005-08-01
"985","GO","5210","MACRORREGIAO CENTRO SUDESTE",1484,2005-08-01
"986","GO","5210","MACRORREGIAO CENTRO SUDESTE",1552,2005-07-01
"987","GO","5209","MACRORREGIAO CENTRO-NORTE",1287,2005-07-01
"988","GO","5208","MACRORREGIAO CENTRO-OESTE",2472,2005-07-01
"989","GO","5207","MACRORREGIAO NORDESTE",1651,2005-07-01
"990","GO","5206","MACRORREGIAO SUDOESTE",742,2005-07-01
"991","GO","5210","MACRORREGIAO CENTRO SUDESTE",1568,2005-06-01
"992","GO","5206","MACRORREGIAO SUDOESTE",740,2005-06-01
"993","GO","5207","MACRORREGIAO NORDESTE",1670,2005-06-01
"994","GO","5209","MACRORREGIAO CENTRO-NORTE",1275,2005-06-01
"995","GO","5208","MACRORREGIAO CENTRO-OESTE",2509,2005-06-01
"996","GO","5206","MACRORREGIAO SUDOESTE",818,2005-05-01
"997","GO","5210","MACRORREGIAO CENTRO SUDESTE",1626,2005-05-01
"998","GO","5208","MACRORREGIAO CENTRO-OESTE",2708,2005-05-01
"999","GO","5209","MACRORREGIAO CENTRO-NORTE",1464,2005-05-01
"1000","GO","5207","MACRORREGIAO NORDESTE",1700,2005-05-01
"1001","GO","5210","MACRORREGIAO CENTRO SUDESTE",1643,2005-04-01
"1002","GO","5208","MACRORREGIAO CENTRO-OESTE",2740,2005-04-01
"1003","GO","5207","MACRORREGIAO NORDESTE",1611,2005-04-01
"1004","GO","5206","MACRORREGIAO SUDOESTE",786,2005-04-01
"1005","GO","5209","MACRORREGIAO CENTRO-NORTE",1339,2005-04-01
"1006","GO","5206","MACRORREGIAO SUDOESTE",794,2005-03-01
"1007","GO","5210","MACRORREGIAO CENTRO SUDESTE",1683,2005-03-01
"1008","GO","5209","MACRORREGIAO CENTRO-NORTE",1346,2005-03-01
"1009","GO","5208","MACRORREGIAO CENTRO-OESTE",2855,2005-03-01
"1010","GO","5207","MACRORREGIAO NORDESTE",1708,2005-03-01
"1011","GO","5208","MACRORREGIAO CENTRO-OESTE",2352,2005-02-01
"1012","GO","5207","MACRORREGIAO NORDESTE",1552,2005-02-01
"1013","GO","5206","MACRORREGIAO SUDOESTE",704,2005-02-01
"1014","GO","5210","MACRORREGIAO CENTRO SUDESTE",1490,2005-02-01
"1015","GO","5209","MACRORREGIAO CENTRO-NORTE",1170,2005-02-01
"1016","GO","5208","MACRORREGIAO CENTRO-OESTE",2401,2005-01-01
"1017","GO","5206","MACRORREGIAO SUDOESTE",721,2005-01-01
"1018","GO","5207","MACRORREGIAO NORDESTE",1558,2005-01-01
"1019","GO","5209","MACRORREGIAO CENTRO-NORTE",1196,2005-01-01
"1020","GO","5210","MACRORREGIAO CENTRO SUDESTE",1567,2005-01-01
"1021","GO","5207","MACRORREGIAO NORDESTE",1475,2004-12-01
"1022","GO","5206","MACRORREGIAO SUDOESTE",627,2004-12-01
"1023","GO","5209","MACRORREGIAO CENTRO-NORTE",1194,2004-12-01
"1024","GO","5208","MACRORREGIAO CENTRO-OESTE",2367,2004-12-01
"1025","GO","5210","MACRORREGIAO CENTRO SUDESTE",1518,2004-12-01
"1026","GO","5209","MACRORREGIAO CENTRO-NORTE",1197,2004-11-01
"1027","GO","5208","MACRORREGIAO CENTRO-OESTE",2206,2004-11-01
"1028","GO","5207","MACRORREGIAO NORDESTE",1463,2004-11-01
"1029","GO","5206","MACRORREGIAO SUDOESTE",637,2004-11-01
"1030","GO","5210","MACRORREGIAO CENTRO SUDESTE",1336,2004-11-01
"1031","GO","5210","MACRORREGIAO CENTRO SUDESTE",1384,2004-10-01
"1032","GO","5209","MACRORREGIAO CENTRO-NORTE",1224,2004-10-01
"1033","GO","5208","MACRORREGIAO CENTRO-OESTE",2372,2004-10-01
"1034","GO","5207","MACRORREGIAO NORDESTE",1517,2004-10-01
"1035","GO","5206","MACRORREGIAO SUDOESTE",694,2004-10-01
"1036","GO","5209","MACRORREGIAO CENTRO-NORTE",1275,2004-09-01
"1037","GO","5208","MACRORREGIAO CENTRO-OESTE",2493,2004-09-01
"1038","GO","5206","MACRORREGIAO SUDOESTE",732,2004-09-01
"1039","GO","5210","MACRORREGIAO CENTRO SUDESTE",1458,2004-09-01
"1040","GO","5207","MACRORREGIAO NORDESTE",1572,2004-09-01
"1041","GO","5208","MACRORREGIAO CENTRO-OESTE",2339,2004-08-01
"1042","GO","5206","MACRORREGIAO SUDOESTE",652,2004-08-01
"1043","GO","5207","MACRORREGIAO NORDESTE",1587,2004-08-01
"1044","GO","5209","MACRORREGIAO CENTRO-NORTE",1207,2004-08-01
"1045","GO","5210","MACRORREGIAO CENTRO SUDESTE",1521,2004-08-01
"1046","GO","5207","MACRORREGIAO NORDESTE",1647,2004-07-01
"1047","GO","5210","MACRORREGIAO CENTRO SUDESTE",1558,2004-07-01
"1048","GO","5206","MACRORREGIAO SUDOESTE",670,2004-07-01
"1049","GO","5209","MACRORREGIAO CENTRO-NORTE",1310,2004-07-01
"1050","GO","5208","MACRORREGIAO CENTRO-OESTE",2442,2004-07-01
"1051","GO","5209","MACRORREGIAO CENTRO-NORTE",1291,2004-06-01
"1052","GO","5207","MACRORREGIAO NORDESTE",1630,2004-06-01
"1053","GO","5210","MACRORREGIAO CENTRO SUDESTE",1554,2004-06-01
"1054","GO","5208","MACRORREGIAO CENTRO-OESTE",2438,2004-06-01
"1055","GO","5206","MACRORREGIAO SUDOESTE",706,2004-06-01
"1056","GO","5208","MACRORREGIAO CENTRO-OESTE",2657,2004-05-01
"1057","GO","5209","MACRORREGIAO CENTRO-NORTE",1365,2004-05-01
"1058","GO","5210","MACRORREGIAO CENTRO SUDESTE",1646,2004-05-01
"1059","GO","5207","MACRORREGIAO NORDESTE",1723,2004-05-01
"1060","GO","5206","MACRORREGIAO SUDOESTE",793,2004-05-01
"1061","GO","5210","MACRORREGIAO CENTRO SUDESTE",1661,2004-04-01
"1062","GO","5207","MACRORREGIAO NORDESTE",1726,2004-04-01
"1063","GO","5206","MACRORREGIAO SUDOESTE",696,2004-04-01
"1064","GO","5209","MACRORREGIAO CENTRO-NORTE",1375,2004-04-01
"1065","GO","5208","MACRORREGIAO CENTRO-OESTE",2726,2004-04-01
"1066","GO","5208","MACRORREGIAO CENTRO-OESTE",2824,2004-03-01
"1067","GO","5206","MACRORREGIAO SUDOESTE",763,2004-03-01
"1068","GO","5207","MACRORREGIAO NORDESTE",1705,2004-03-01
"1069","GO","5209","MACRORREGIAO CENTRO-NORTE",1408,2004-03-01
"1070","GO","5210","MACRORREGIAO CENTRO SUDESTE",1794,2004-03-01
"1071","GO","5206","MACRORREGIAO SUDOESTE",697,2004-02-01
"1072","GO","5209","MACRORREGIAO CENTRO-NORTE",1269,2004-02-01
"1073","GO","5210","MACRORREGIAO CENTRO SUDESTE",1434,2004-02-01
"1074","GO","5208","MACRORREGIAO CENTRO-OESTE",2452,2004-02-01
"1075","GO","5207","MACRORREGIAO NORDESTE",1574,2004-02-01
"1076","GO","5210","MACRORREGIAO CENTRO SUDESTE",1550,2004-01-01
"1077","GO","5208","MACRORREGIAO CENTRO-OESTE",2514,2004-01-01
"1078","GO","5209","MACRORREGIAO CENTRO-NORTE",1294,2004-01-01
"1079","GO","5206","MACRORREGIAO SUDOESTE",703,2004-01-01
"1080","GO","5207","MACRORREGIAO NORDESTE",1559,2004-01-01
"1081","GO","5209","MACRORREGIAO CENTRO-NORTE",1061,2003-12-01
"1082","GO","5207","MACRORREGIAO NORDESTE",1571,2003-12-01
"1083","GO","5206","MACRORREGIAO SUDOESTE",628,2003-12-01
"1084","GO","5208","MACRORREGIAO CENTRO-OESTE",2385,2003-12-01
"1085","GO","5210","MACRORREGIAO CENTRO SUDESTE",1462,2003-12-01
"1086","GO","5207","MACRORREGIAO NORDESTE",1520,2003-11-01
"1087","GO","5206","MACRORREGIAO SUDOESTE",628,2003-11-01
"1088","GO","5208","MACRORREGIAO CENTRO-OESTE",2433,2003-11-01
"1089","GO","5209","MACRORREGIAO CENTRO-NORTE",1178,2003-11-01
"1090","GO","5210","MACRORREGIAO CENTRO SUDESTE",1429,2003-11-01
"1091","GO","5206","MACRORREGIAO SUDOESTE",641,2003-10-01
"1092","GO","5208","MACRORREGIAO CENTRO-OESTE",2386,2003-10-01
"1093","GO","5209","MACRORREGIAO CENTRO-NORTE",1221,2003-10-01
"1094","GO","5207","MACRORREGIAO NORDESTE",1621,2003-10-01
"1095","GO","5210","MACRORREGIAO CENTRO SUDESTE",1519,2003-10-01
"1096","GO","5208","MACRORREGIAO CENTRO-OESTE",2504,2003-09-01
"1097","GO","5206","MACRORREGIAO SUDOESTE",703,2003-09-01
"1098","GO","5207","MACRORREGIAO NORDESTE",1707,2003-09-01
"1099","GO","5210","MACRORREGIAO CENTRO SUDESTE",1487,2003-09-01
"1100","GO","5209","MACRORREGIAO CENTRO-NORTE",1223,2003-09-01
"1101","GO","5208","MACRORREGIAO CENTRO-OESTE",2365,2003-08-01
"1102","GO","5209","MACRORREGIAO CENTRO-NORTE",1308,2003-08-01
"1103","GO","5206","MACRORREGIAO SUDOESTE",653,2003-08-01
"1104","GO","5207","MACRORREGIAO NORDESTE",1559,2003-08-01
"1105","GO","5210","MACRORREGIAO CENTRO SUDESTE",1537,2003-08-01
"1106","GO","5210","MACRORREGIAO CENTRO SUDESTE",1592,2003-07-01
"1107","GO","5208","MACRORREGIAO CENTRO-OESTE",2501,2003-07-01
"1108","GO","5206","MACRORREGIAO SUDOESTE",735,2003-07-01
"1109","GO","5207","MACRORREGIAO NORDESTE",1698,2003-07-01
